,ID,Bin,TaxonRelativeAbundance,Domain,Phylum,Class,Order,Family,Genus,Species
157,Sg_Unknown_BV499-003R0001_good_bin.25,Bin119,0.000126636,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
158,Sg_Unknown_BV499-003R0001_good_bin.28,Bin120,8.72E-06,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Unassigned
159,Sg_Unknown_BV499-003R0001_good_bin.29,Bin120,2.06E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Unassigned
160,Sg_Unknown_BV499-003R0001_good_bin.3,Bin118,2.65E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
161,Sg_Unknown_BV499-003R0001_good_bin.33,Bin118,2.10E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
162,Sg_Unknown_BV499-003R0001_good_bin.37,Bin120,0.000541754,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
163,Sg_Unknown_BV499-003R0001_good_bin.41,Bin119,0.000180067,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Unassigned,Unassigned
164,Sg_Unknown_BV499-003R0001_good_bin.48,Bin128,1.63E-05,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,M3-22,Unassigned
165,Sg_Unknown_BV499-003R0001_good_bin.49,Bin120,2.67E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium bonnevillei
166,Sg_Unknown_BV499-003R0001_good_bin.5,Bin119,6.32E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
167,Sg_Unknown_BV499-003R0001_good_bin.50,Bin120,1.20E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Unassigned,Unassigned
168,Sg_Unknown_BV499-003R0002_good_bin.15,Bin118,1.75E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Salinibaculum,Unassigned
169,Sg_Unknown_BV499-003R0002_good_bin.16,Bin119,2.88E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
170,Sg_Unknown_BV499-003R0002_good_bin.17,Bin120,0.000113265,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
171,Sg_Unknown_BV499-003R0002_good_bin.18,Bin119,2.00E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Unassigned
172,Sg_Unknown_BV499-003R0002_good_bin.2,Bin120,0.000319098,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
173,Sg_Unknown_BV499-003R0002_good_bin.22,Bin122,6.57E-06,Archaea,Halobacteriota,Methanonatronarchaeia,Methanonatronarchaeales,Methanonatronarchaeaceae,PZKD01,Unassigned
174,Sg_Unknown_BV499-003R0002_good_bin.24,Bin118,4.83E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Unassigned
175,Sg_Unknown_BV499-003R0002_good_bin.30,Bin119,4.27E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
176,Sg_Unknown_BV499-003R0002_good_bin.31,Bin128,1.81E-05,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,Unassigned
177,Sg_Unknown_BV499-003R0002_good_bin.32,Bin120,1.64E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Unassigned,Unassigned
178,Sg_Unknown_BV499-003R0002_good_bin.35,Bin119,6.12E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
179,Sg_Unknown_BV499-003R0002_good_bin.36,Bin119,0.000145612,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas gomsonensis
180,Sg_Unknown_BV499-003R0002_good_bin.4,Bin120,3.55E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Unassigned
181,Sg_Unknown_BV499-003R0002_good_bin.40,Bin118,9.10E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
182,Sg_Unknown_BV499-003R0002_good_bin.41,Bin119,1.46E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,XH8,Unassigned
183,Sg_Unknown_BV499-003R0002_good_bin.42,Bin120,4.22E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
184,Sg_Unknown_BV499-003R0002_good_bin.43,Bin118,1.63E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
185,Sg_Unknown_BV499-003R0002_good_bin.45,Bin118,1.13E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
186,Sg_Unknown_BV499-003R0002_good_bin.47,Bin120,2.47E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Unassigned,Unassigned
187,Sg_Unknown_BV499-003R0002_good_bin.48,Bin125,5.02E-05,Archaea,Methanobacteriota,Thermococci,Unassigned,Unassigned,Unassigned,Unassigned
188,Sg_Unknown_BV499-003R0002_good_bin.52,Bin120,4.06E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
189,Sg_Unknown_BV499-003R0002_good_bin.53,Bin119,2.33E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Unassigned
190,Sg_Unknown_BV499-003R0002_good_bin.54,Bin125,6.81E-06,Archaea,Hadarchaeota,Hadarchaeia,Hadarchaeales,Unassigned,Unassigned,Unassigned
191,Sg_Unknown_BV499-003R0002_good_bin.55,Bin119,2.51E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
192,Sg_Unknown_BV499-003R0002_good_bin.56,Bin128,5.19E-05,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,Nanosalina,Unassigned
193,Sg_Unknown_BV499-003R0002_good_bin.8,Bin120,0.000586331,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
194,Sg_Unknown_BV499-003R0003_good_bin.11,Bin118,5.57E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Unassigned
195,Sg_Unknown_BV499-003R0003_good_bin.13,Bin124,2.34E-05,Archaea,Thermoplasmatota,Thermoplasmata,Halarchaeoplasmatales,Halarchaeoplasmataceae,Natronoplasma,Unassigned
196,Sg_Unknown_BV499-003R0003_good_bin.14,Bin120,0.00074224,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
197,Sg_Unknown_BV499-003R0003_good_bin.16,Bin128,0.000114474,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,Unassigned
198,Sg_Unknown_BV499-003R0003_good_bin.19,Bin120,6.03E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Unassigned
199,Sg_Unknown_BV499-003R0003_good_bin.2,Bin119,0.000624943,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
200,Sg_Unknown_BV499-003R0003_good_bin.21,Bin128,2.67E-05,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,Unassigned
201,Sg_Unknown_BV499-003R0003_good_bin.25,Bin120,3.31E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Unassigned
202,Sg_Unknown_BV499-003R0003_good_bin.3,Bin120,0.000745117,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
203,Sg_Unknown_BV499-003R0003_good_bin.4,Bin120,0.000219865,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
204,Sg_Unknown_BV499-003R0003_good_bin.5,Bin118,0.000498458,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Unassigned
205,Sg_Unknown_BV499-003R0003_good_bin.6,Bin118,3.55E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum sp025517565
206,Sg_Unknown_BV499-003R0003_good_bin.9,Bin118,0.000133205,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Unassigned
207,Sg_Unknown_BV499-003R0004_good_bin.1,Bin119,5.36E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Unassigned
208,Sg_Unknown_BV499-003R0004_good_bin.14,Bin118,0.000382122,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Unassigned
209,Sg_Unknown_BV499-003R0004_good_bin.16,Bin118,4.77E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Salinibaculum,Unassigned
210,Sg_Unknown_BV499-003R0004_good_bin.18,Bin120,0.000460639,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
211,Sg_Unknown_BV499-003R0004_good_bin.2,Bin128,2.09E-05,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,Nanosalina,Unassigned
212,Sg_Unknown_BV499-003R0004_good_bin.20,Bin120,5.70E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Unassigned,Unassigned
213,Sg_Unknown_BV499-003R0004_good_bin.21,Bin119,2.21E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Unassigned
214,Sg_Unknown_BV499-003R0004_good_bin.25,Bin120,0.000226557,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
215,Sg_Unknown_BV499-003R0004_good_bin.26,Bin120,3.39E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Unassigned,Unassigned
216,Sg_Unknown_BV499-003R0004_good_bin.28,Bin128,0.002580562,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g19,Unassigned
217,Sg_Unknown_BV499-003R0004_good_bin.3,Bin119,5.01E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Unassigned
218,Sg_Unknown_BV499-003R0004_good_bin.4,Bin120,2.31E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium bonnevillei
219,Sg_Unknown_BV499-003R0004_good_bin.7,Bin118,2.66E-05,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Unassigned
220,Sg_Unknown_BV499-008R0001_good_bin.2,Bin125,0.001637331,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus thermolithotrophicus
221,Sg_Unknown_BV499-008R0001_good_bin.28,Bin122,0.000103791,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Unassigned
222,Sg_Unknown_BV499-008R0001_good_bin.45,Bin127,2.51E-05,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JWKY01,Unassigned
223,Sg_Unknown_BV499-008R0001_good_bin.5,Bin123,0.001199387,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Unassigned
224,Sg_Unknown_BV499-008R0002_good_bin.11,Bin122,3.81E-05,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,JdFR-22,Unassigned
225,Sg_Unknown_BV499-008R0002_good_bin.2,Bin122,5.36E-05,Archaea,Halobacteriota,Methanonatronarchaeia,Methanonatronarchaeales,Methanonatronarchaeaceae,PZKD01,Unassigned
226,Sg_Unknown_BV499-008R0002_good_bin.28,Bin123,3.46E-05,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalobium,Unassigned
227,Sg_Unknown_BV499-008R0002_good_bin.7,Bin124,5.00E-06,Archaea,Thermoplasmatota,Thermoplasmata,Halarchaeoplasmatales,Halarchaeoplasmataceae,Unassigned,Unassigned
228,Sg_Unknown_BV499-008R0003_good_bin.20,Bin128,0.000165805,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanoanaerosalinaceae,Unassigned,Unassigned
229,Sg_Unknown_BV499-008R0003_good_bin.21,Bin119,0.000662803,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Unassigned
230,Sg_Unknown_BV499-008R0003_good_bin.4,Bin126,1.25E-05,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosocaldaceae,Nitrosocaldus,Nitrosocaldus cavascurensis
231,Sg_Unknown_BV499-008R0003_good_bin.41,Bin124,0.000400919,Archaea,Thermoplasmatota,Thermoplasmata,Halarchaeoplasmatales,Halarchaeoplasmataceae,Natronoplasma,Unassigned
232,Sg_Unknown_BV499-008R0003_good_bin.42,Bin125,5.18E-05,Archaea,Methanobacteriota,Thermococci,Unassigned,Unassigned,Unassigned,Unassigned
233,Sg_Unknown_BV499-008R0003_good_bin.44,Bin123,3.23E-05,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Unassigned
234,Sg_Unknown_BV499-008R0003_good_bin.49,Bin123,0.002905916,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalobium,Unassigned
235,Sg_Unknown_BV499-008R0003_good_bin.63,Bin126,2.96E-05,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,AG1,AG1,AG1 sp003116855
236,Sg_Unknown_BV499-008R0005_good_bin.9,Bin126,0.001269032,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum
237,Sg_Uti22014_10_11_2_bin.2,Bin125,0.00850747,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus_A,Thermococcus_A bergensis
238,Sg_Uti22014_10_20_2_bin.5,Bin123,0.005007746,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius
239,Sg_CRR933318_bin.11,Bin108,3.44E-05,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Unassigned
240,Sg_CRR933318_bin.13,Bin38,0.000222612,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E putida_Y
241,Sg_CRR933318_bin.14,Bin19,0.000723008,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
242,Sg_CRR933318_bin.16,Bin29,0.000255228,Bacteria,Pseudomonadota,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum,Unassigned
243,Sg_CRR933318_bin.17,Bin97,3.49E-06,Bacteria,Bacillota,Clostridia,Lachnospirales,Cellulosilyticaceae,FMMP01,FMMP01 sp029239935
244,Sg_CRR933318_bin.18,Bin32,9.85E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,Alishewanella agri
245,Sg_CRR933318_bin.2,Bin14,1.12E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Pleomorphomonas,Pleomorphomonas sp023721755
246,Sg_CRR933318_bin.21,Bin32,4.52E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Unassigned
247,Sg_CRR933318_bin.22,Bin6,3.54E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned
248,Sg_CRR933318_bin.23,Bin59,6.10E-05,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Unassigned
249,Sg_CRR933318_bin.27,Bin86,0.000184502,Bacteria,Thermotogota,Thermotogae,Thermotogales,DSM-5069,Pseudothermotoga_A,Pseudothermotoga_A hypogea
250,Sg_CRR933318_bin.28,Bin31,0.00125514,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A,Thalassospiraceae,Thalassospira,Thalassospira xianhensis
251,Sg_CRR933318_bin.30,Bin43,0.000459236,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A,Pseudoxanthomonas_A spadix
252,Sg_CRR933318_bin.31,Bin11,0.000194106,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,Unassigned
253,Sg_CRR933318_bin.6,Bin21,0.000395603,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Unassigned
254,Sg_CRR933319_bin.11,Bin35,2.37E-06,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,DSM-6294,Venatoribacter,Unassigned
255,Sg_CRR933319_bin.14,Bin98,4.22E-05,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Fusibacter_C,Unassigned
256,Sg_CRR933319_bin.16,Bin45,0.000301596,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium,Aquabacterium sp017989885
257,Sg_CRR933319_bin.17,Bin23,0.000269237,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,EhC02,EhC02 sp024304855
258,Sg_CRR933319_bin.18,Bin101,5.59E-05,Bacteria,Bacillota,Bacilli_A,Acholeplasmatales,UBA5453,Paracholeplasma,Unassigned
259,Sg_CRR933319_bin.2,Bin38,0.000248869,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E oleovorans
260,Sg_CRR933319_bin.20,Bin72,4.82E-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Unassigned
261,Sg_CRR933319_bin.21,Bin24,0.00040942,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter,Paenirhodobacter hankyongi
262,Sg_CRR933319_bin.25,Bin47,9.51E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,Acidovorax defluvii
263,Sg_CRR933319_bin.27,Bin97,1.74E-05,Bacteria,Bacillota,Clostridia,Saccharofermentanales,UBA5734,UBA5734,UBA5734 sp002419145
264,Sg_CRR933319_bin.30,Bin56,6.04E-05,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,UBA1877,Sulfurospirillum_B,Sulfurospirillum_B tamanensis
265,Sg_CRR933319_bin.31,Bin31,2.76E-06,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,UBA9215,Unassigned,Unassigned
266,Sg_CRR933319_bin.35,Bin59,1.51E-05,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Unassigned
267,Sg_CRR933319_bin.6,Bin98,6.68E-06,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Acidaminobacter,Unassigned
268,Sg_CRR933319_bin.9,Bin57,9.57E-05,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Denitrovibrionaceae,Seleniivibrio,Unassigned
269,Sg_CRR933320_bin.1,Bin105,1.11E-05,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulomonas,Unassigned
270,Sg_CRR933320_bin.18,Bin27,4.98E-06,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius,Unassigned
271,Sg_CRR933320_bin.19,Bin29,1.33E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Arenibaculum,Unassigned
272,Sg_CRR933320_bin.22,Bin1,0.000194087,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceibacterium,Unassigned
273,Sg_CRR933320_bin.26,Bin12,1.08E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,DUSC01,Unassigned
274,Sg_CRR933320_bin.3,Bin23,0.000197387,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,EhC02,EhC02 sp024304985
275,Sg_CRR933320_bin.30,Bin43,1.98E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
276,Sg_CRR933320_bin.33,Bin91,1.48E-05,Bacteria,Bacillota,JACIYH01,JACIYH01,JACIYH01,Unassigned,Unassigned
277,Sg_CRR933320_bin.34,Bin19,1.22E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Unassigned
278,Sg_CRR933320_bin.35,Bin106,7.16E-06,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Homoserinimonas,Unassigned
279,Sg_CRR933320_bin.39,Bin72,0.000411224,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Seramator,Unassigned
280,Sg_CRR933320_bin.41,Bin20,5.06E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Unassigned
281,Sg_CRR933320_bin.5,Bin56,0.002492973,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum sp002452855
282,Sg_CRR933320_bin.6,Bin75,2.26E-05,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,Unassigned
283,Sg_CRR933320_bin.7,Bin12,8.10E-06,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum sp006345815
284,Sg_CRR933321_bin.1,Bin55,0.001378155,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Unassigned
285,Sg_CRR933321_bin.10,Bin98,8.21E-06,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1422,Unassigned
286,Sg_CRR933321_bin.12,Bin88,5.82E-06,Bacteria,Margulisbacteria,WOR-1,JAKLHX01,JAKLHX01,CALFCX01,Unassigned
287,Sg_CRR933321_bin.14,Bin58,1.61E-05,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Aminidesulfovibrio,Unassigned
288,Sg_CRR933321_bin.15,Bin98,3.13E-05,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,MT110,Unassigned
289,Sg_CRR933321_bin.18,Bin58,5.09E-05,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Cupidesulfovibrio,Cupidesulfovibrio sp000226255
290,Sg_CRR933321_bin.2,Bin98,4.11E-06,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Unassigned,Unassigned
291,Sg_CRR933321_bin.24,Bin131,1.40E-05,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA5738,Unassigned,Unassigned
292,Sg_CRR933321_bin.27,Bin136,2.26E-05,Bacteria,Patescibacteria,Microgenomatia,UBA1406,GWC2-37-13,RSWP21,Unassigned
293,Sg_CRR933321_bin.28,Bin67,0.000125008,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Rectinemataceae,JAJTBL01,Unassigned
294,Sg_CRR933321_bin.29,Bin74,3.37E-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tenuifilaceae,MWFE01,Unassigned
295,Sg_CRR933321_bin.3,Bin136,6.76E-06,Bacteria,Patescibacteria,Microgenomatia,UBA1406,GWC2-37-13,RSWP21,Unassigned
296,Sg_CRR933321_bin.36,Bin131,0.000241194,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA5633,CALMWW01,CALMWW01 sp937870835
297,Sg_CRR933321_bin.37,Bin12,1.58E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum intermedium
298,Sg_CRR933321_bin.4,Bin130,1.64E-05,Bacteria,Patescibacteria,Paceibacteria,UBA6257,UBA6257,Unassigned,Unassigned
299,Sg_CRR933321_bin.41,Bin98,2.53E-06,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Unassigned,Unassigned
300,Sg_CRR933321_bin.44,Bin56,4.12E-05,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,UBA6016,UBA6016,Unassigned
301,Sg_CRR933321_bin.45,Bin54,0.000662522,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuricystis,Unassigned
302,Sg_CRR933321_bin.5,Bin60,1.93E-05,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,UBA4778,UBA4054,Unassigned
303,Sg_CRR933321_bin.50,Bin101,2.01E-05,Bacteria,Bacillota,Bacilli_A,Erysipelotrichales,Erysipelotrichaceae,UBA2212,Unassigned
304,Sg_CRR933321_bin.51,Bin74,3.54E-06,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,JAFIHK01,Unassigned
