MAG	Domain	Phylum	Class	Order	Family	Genus	Species
Sg_CRR933438_bin.5	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanolinea_A	Methanolinea_A sp030019395
Sg_CRR933440_bin.103	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanolinea_A	Methanolinea_A sp029547605
Sg_CRR933440_bin.111	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	UBA8941	
Sg_CRR933440_bin.165	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	RBG-13-33-26	
Sg_CRR933440_bin.201	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	JAAEEW01	
Sg_CRR933440_bin.218	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	
Sg_CRR933440_bin.235	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	UBA472	
Sg_CRR933440_bin.58	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	UBA117	
Sg_CRR933440_bin.79	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	
Sg_CRR933440_bin.81	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_B	
Sg_CRR933440_bin.93	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp002067755
Sg_CRR933441_bin.119	Archaea	Iainarchaeota	Iainarchaeia	CSSED10-239	CSSED10-239	Forterrea	
Sg_CRR933441_bin.131	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	
Sg_CRR933441_bin.135	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		
Sg_CRR933441_bin.138	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanolinea_A	Methanolinea_A sp002067155
Sg_CRR933441_bin.139	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_D	Methanobacterium_D sp030017655
Sg_CRR933441_bin.168	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_F	Methanobacterium_F alkalithermotolerans
Sg_CRR933441_bin.188	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	Methanofastidiosum sp001587575
Sg_CRR933441_bin.202	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	UBA472	
Sg_CRR933441_bin.52	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
Sg_CRR933441_bin.53	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanofollaceae	Methanofollis	
Sg_CRR933441_bin.55	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	JAQUUA01	
Sg_CRR933441_bin.98	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_F	
Sg_SRR10302631_bin.4	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus zinderi
Sg_SRR10598174_bin.1	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	PNOQ01	JAHJUI01	JAHJUI01 sp018829185
Sg_SRR10598174_bin.5	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SM23-78	SM23-78	SM23-78 sp018819305
Sg_SRR10598174_bin.9	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GCA-2686295	GCA-2686295	GCA-2686295 sp018819065
Sg_SRR1290764_bin.33	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	Methanocrinis sp001602645
Sg_SRR1290767_bin.14	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula sp11803u
Sg_SRR1290772_bin.17	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp002498745
Sg_SRR1290774_bin.8	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium subterraneum
Sg_SRR13192684_bin.26	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	
Sg_SRR13427962_bin.15	Archaea	Micrarchaeota	Micrarchaeia	CAILAH01	CAILAH01		
Sg_SRR13427962_bin.23	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	UBA119		
Sg_SRR13427962_bin.28	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	JAAZKV01	JABIDZ01	
Sg_SRR13427962_bin.29	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	JAHKLY01	JAHKLY01	
Sg_SRR13427962_bin.4	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1		
Sg_SRR13427963_bin.4	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae		
Sg_SRR13427965_bin.27	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus marisnigri_B
Sg_SRR13427967_bin.26	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	
Sg_SRR13427967_bin.29	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus psychrotolerans
Sg_SRR1976948_bin.3	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum
Sg_SRR1977249_bin.18	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	Methanocalculus sp9912u
Sg_SRR1977249_bin.7	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	Methanocrinis harundinacea_D
Sg_SRR1977357_bin.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus
Sg_SRR1977365_bin.2	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_A	Thermococcus_A sibiricus
Sg_SRR21291827_bin.3	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	
Sg_SRR21291828_bin.2	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	
Sg_SRR21291829_bin.2	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	
Sg_SRR21291829_bin.4	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	MTP4	MTP4 sp9310u
Sg_SRR21291831_bin.2	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	
Sg_SRR21291831_bin.3	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	
Sg_SRR21291832_bin.3	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
Sg_SRR21291832_bin.4	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	
Sg_SRR21291833_bin.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	
Sg_SRR21291833_bin.2	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	
Sg_SRR21291833_bin.4	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	
