"genome","Occupancy","Mean_Relative_Abundance"
"Sg_CRR933403_bin.3",2.1978021978022,0.00222168324903012
"Sg_CRR933403_bin.5",2.1978021978022,0.0314482229583385
"Sg_CRR933403_bin.7",3.2967032967033,0.00454030537605204
"Sg_CRR933403_bin.8",3.2967032967033,0.0213412239478093
"Sg_CRR933403_bin.9",15.3846153846154,0.0246075826464982
"Sg_CRR933404_bin.1",10.989010989011,0.133975059386655
"Sg_CRR933404_bin.12",1.0989010989011,0.00437110113178926
"Sg_CRR933404_bin.15",10.989010989011,0.0717511007855992
"Sg_CRR933404_bin.16",1.0989010989011,0.0112683967880801
"Sg_CRR933404_bin.17",6.59340659340659,0.0104769879805984
"Sg_CRR933404_bin.19",4.3956043956044,0.0120015530680409
"Sg_CRR933404_bin.2",23.0769230769231,1.29917879960198
"Sg_CRR933404_bin.20",13.1868131868132,0.0482653077612689
"Sg_CRR933404_bin.21",1.0989010989011,0.00737372675877662
"Sg_CRR933404_bin.22",9.89010989010989,0.142226311290487
"Sg_CRR933404_bin.23",6.59340659340659,0.0210589366265052
"Sg_CRR933404_bin.24",1.0989010989011,0.00475074618959077
"Sg_CRR933404_bin.25",2.1978021978022,0.0137353774912663
"Sg_CRR933404_bin.26",3.2967032967033,0.00344030650128345
"Sg_CRR933404_bin.27",8.79120879120879,0.0242085401205835
"Sg_CRR933404_bin.29",4.3956043956044,0.00395532706596231
"Sg_CRR933404_bin.3",2.1978021978022,0.00376647087599173
"Sg_CRR933404_bin.5",1.0989010989011,0.00528518091888658
"Sg_CRR933404_bin.6",8.79120879120879,0.0246462402736817
"Sg_CRR933404_bin.7",18.6813186813187,0.13036626677145
"Sg_CRR933404_bin.9",2.1978021978022,0.0064278516162979
"Sg_CRR933405_bin.11",2.1978021978022,0.00284287291499479
"Sg_CRR933405_bin.12",2.1978021978022,0.0121609552300405
"Sg_CRR933405_bin.13",21.978021978022,0.0338974380920991
"Sg_CRR933405_bin.15",6.59340659340659,0.00500464162378643
"Sg_CRR933405_bin.17",3.2967032967033,0.0663070141042455
"Sg_CRR933405_bin.19",7.69230769230769,0.00574000651483552
"Sg_CRR933405_bin.21",4.3956043956044,0.0156618552154033
"Sg_CRR933405_bin.22",13.1868131868132,0.0648963331861287
"Sg_CRR933405_bin.26",4.3956043956044,0.024656563583189
"Sg_CRR933405_bin.27",5.49450549450549,0.028032081507597
"Sg_CRR933405_bin.28",1.0989010989011,0.0088978630096564
"Sg_CRR933405_bin.3",2.1978021978022,0.0159745142436787
"Sg_CRR933405_bin.30",3.2967032967033,0.0302840197733571
"Sg_CRR933405_bin.33",5.49450549450549,0.00319895318873834
"Sg_CRR933405_bin.35",1.0989010989011,0.0195009358149848
"Sg_CRR933405_bin.36",3.2967032967033,0.00605096353196336
"Sg_CRR933405_bin.4",3.2967032967033,0.0286176817971727
"Sg_CRR933405_bin.40",6.59340659340659,0.0275793163728798
"Sg_CRR933405_bin.41",2.1978021978022,0.0207967320991478
"Sg_CRR933405_bin.43",9.89010989010989,0.0736221086933062
"Sg_CRR933405_bin.45",4.3956043956044,0.0048747338467553
"Sg_CRR933405_bin.46",2.1978021978022,0.00618739512684383
"Sg_CRR933405_bin.49",7.69230769230769,0.00554201054928126
"Sg_CRR933405_bin.51",2.1978021978022,0.0082122838711326
"Sg_CRR933405_bin.6",1.0989010989011,0.00885113179140712
"Sg_CRR933406_bin.1",4.3956043956044,0.00837975447634251
"Sg_CRR933406_bin.11",1.0989010989011,0.14003386213115
"Sg_CRR933406_bin.12",4.3956043956044,0.0112646702739786
"Sg_CRR933406_bin.13",1.0989010989011,0.00747369975381815
"Sg_CRR933406_bin.14",7.69230769230769,0.035101928475562
"Sg_CRR933406_bin.15",27.4725274725275,0.375349194369833
"Sg_CRR933406_bin.16",9.89010989010989,0.667720091426115
"Sg_CRR933406_bin.17",2.1978021978022,0.0277178899219729
"Sg_CRR933406_bin.19",5.49450549450549,0.0657479712523477
"Sg_CRR933406_bin.2",9.89010989010989,0.0530897750493074
"Sg_CRR933406_bin.20",8.79120879120879,0.0351752591243186
"Sg_CRR933406_bin.22",2.1978021978022,0.0176253210878104
"Sg_CRR933406_bin.23",10.989010989011,0.07054193325988
"Sg_CRR933406_bin.3",3.2967032967033,0.0169537464361329
"Sg_CRR933406_bin.5",5.49450549450549,0.00435537501016458
"Sg_CRR933406_bin.7",21.978021978022,0.153489448847822
"Sg_CRR933406_bin.9",9.89010989010989,0.012188098311249
"Sg_CRR933407_bin.2",1.0989010989011,0.00224705680207948
"Sg_CRR933407_bin.3",1.0989010989011,0.00312615055308135
"Sg_CRR933407_bin.4",13.1868131868132,0.0367210689955464
