	CRR933318	CRR933319	CRR933320	CRR933321	CRR933322	CRR933323	CRR933324	CRR933325	CRR933393	CRR933394	CRR933395	CRR933396	CRR933397	CRR933398	CRR933399	CRR933400	CRR933401	CRR933402	CRR933403	CRR933404	CRR933405	CRR933406	CRR933407	CRR933408	CRR933409	CRR933410	CRR933411	CRR933412	CRR933413	CRR933414	CRR933415	CRR933416	CRR933417	CRR933418	CRR933419	CRR933420	CRR933421	CRR933422	CRR933423	CRR933424	CRR933425	CRR933426	CRR933427	CRR933428	CRR933429	CRR933430	CRR933431	CRR933432	CRR933433	CRR933434	CRR933435	CRR933436	CRR933437	CRR933438	CRR933439	CRR933440	CRR933441	CRR933442	CRR933443	SRR10302630	SRR10302631	SRR10302632	SRR10302633	SRR12344465	SRR12344466	SRR12344468	SRR13427962	SRR13427963	SRR13427964	SRR13427965	SRR13427966	SRR13427967	SRR13427968	SRR13427969	SRR13427970	SRR13427971	SRR1976948	SRR1977249	SRR1977304	SRR1977357	SRR1977365	SRR5352271	SRR5352272	SRR5352273	Unknown_BV499.003R0001_good	Unknown_BV499.003R0002_good	Unknown_BV499.003R0003_good	Unknown_BV499.003R0004_good	Unknown_BV499.003R0006_good	Unknown_BV499.003R0007_good	Unknown_BV499.003R0009_good
Sg_CRR933396_bin.29	0	0	0	0	0	0	0	0	0	0	0	3656.0986	0	0	0	0	0	0	0	0	239.68625	0	0	0	0	0	0	0	0	0	0	0	1229.5143	0	0	0	0	0	0	0	0	0	0	190.05588	0	0	0	0	0	0	206.59686	0	0	63.048153	337.6783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.3	0	0	0	0	0	0	0	0	101.27433	0	0	10057.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.413656	0	0	0	0	0	24.47074	0	0	0	0	0	0	0	0	0	0	0	44.681835	0	0	1098.4097	38.29699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.31	0	0	0	0	0	0	0	0	4633.4854	0	137.60559	69896.82	0	0	5165.68	0	0	0	0	0	152.73297	0	0	0	0	0	0	0	0	0	0	0	70263.55	48.24145	537.42786	0	0	0	0	0	0	0	0	3814.543	0	0	0	0	48.33037	73.70007	382.84445	12.260384	0	106.79342	81.22323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.33	0	0	0	0	0	0	0	0	0	0	0	18240.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1519.0701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.35	0	0	91.877846	0	0	0	79.50842	0	1669.8302	0	0	17475.973	0	0	0	0	0	2404.3618	0	0	0	0	0	1664.9937	0	0	156.59488	0	0	0	64.05067	0	46497.93	747.04535	22367.904	0	0	0	0	56.664307	20.214071	0	0	134.64403	0	15.29317	29932.883	0	0	0	0	188.55113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.4	0	0	0	0	0	0	0	0	0	0	0	2717.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.5	0	0	0	0	0	0	0	0	686.61804	0	0	8431.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.181973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.6	0	0	0	0	0	0	0	0	0	0	0	4402.426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.475801	0	0	0	0	0	0	0	0	13.307531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.7	0	0	0	0	0	0	0	0	0	0	0	2541.1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.60654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.377249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.8	0	0	0	0	0	0	0	0	0	0	0	22205.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.41569	0	0	0	0	0	0	0	0	175.6826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933396_bin.9	0	0	0	0	0	0	0	0	0	0	0	4534.4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.70602	0	0	44.62192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.1	0	0	0	0	0	0	0	0	63.55816	0	0	0	23004.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.00279	87.6886	57.71296	0	0	0	0	0	0	0	0	0	0	571.2466	0	11.320115	0	0	0	106.60091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.10	0	0	0	0	0	0	0	0	0	0	0	0	7408.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.11	0	0	0	0	0	0	0	0	0	918.8516	0	0	2053.0527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075.9469	0	4415.61	0	0	0	300.5207	23423.59	81.23586	524.89246	1400.9425	0	0	0	135.64182	0	26.983149	0	0	0	0	86.42055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.12	0	0	0	0	0	0	0	0	0	0	0	0	110642.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.73845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.13	0	0	0	17.905191	281.21994	0	0	0	102.967026	0	0	0	4172.0996	0	0	0	0	0	0	635.2777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.294233	0	0	0	0	0	0	0	0	0	224.70406	7.15945	3187.808	26824.088	131107.7	5231.6904	0	0	5527.9697	2655.928	3180.6326	12257.964	14674.745	4066.9426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.14	393.1816	12075.21	34.84032	15.601999	46.457592	1704.0569	0	0	0	1349.1273	87.31109	0	12425.449	0	0	0	0	0	812.48456	14305.041	7527.3936	0	0	246.9902	0	0	4533.763	0	0	0	0	0	37.34094	54.998447	0	7.5209994	0	0	0	0	0	0	0	1255.3788	0	5.9346285	43.702675	910.1487	8296.678	8984.04	427.671	814.04694	0	16.156752	11.664783	1344.8452	2881.9932	6.8864827	62.005188	0	0	0	0	0	0	0	0	0	131.20403	0	0	82.08863	0	0	0	0	1488.1799	933.1426	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.15	0	0	0	0	0	0	0	0	0	0	0	0	2603.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.20	0	0	156.92348	0	0	0	0	0	0	0	229.41035	0	59381.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.41818	847.0745	1332.1625	0	0	0	72245.36	0	401.48892	0	0	0	0	55.06452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.21	0	0	0	0	0	0	0	0	0	0	0	0	33738.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.8575	99.22311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.23	0	0	0	0	0	0	169.46225	0	0	0	0	0	4909.3037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.83537	128.2521	1435.3793	0	0	25.854584	941.67737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.25	69.33485	0	434.72495	2002.8667	973.6755	914.6224	0	0	108.63481	0	0	0	19238.637	0	0	0	0	0	0	0	0	0	0	0	0	0	566.558	0	1133.3683	0	1365.4757	0	297.25247	507.68832	0	0	0	0	341.09296	0	1905.5433	0	0	0	0	0	150.20512	0	293.34756	0	0	0	0	316.39764	0	38.440975	1028.6471	46.14752	0	0	0	0	0	0	0	0	0	176.84569	0	0	0	0	0	0	0	0	0	0	0	0	0	5392.612	0	8187.3433	0	0	0	0	0	972.69403	0
Sg_CRR933397_bin.4	0	0	0	0	0	0	0	0	0	0	0	0	2452.2358	0	434.48145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369.23563	0	0	18.940294	0	0	0	11.0601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.6	0	0	0	0	0	0	0	0	2808.7727	0	0	0	25372.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5159.73	0	1063.4127	73.706406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933397_bin.9	0	0	369.23563	0	0	70.62048	0	0	0	201.16924	265.70554	0	6905.289	0	0	0	0	0	0	0	279.81573	0	0	105.019394	0	0	0	0	1388.963	0	0	0	0	171.36761	0	473.69186	0	0	0	0	0	0	0	0	731.61664	0	0	0	0	0	0	0	0	35.48563	28.012102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933398_bin.12	0	0	0	0	0	0	0	0	0	0	0	0	0	12805.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933398_bin.13	0	0	0	0	0	0	0	0	0	0	0	0	0	2914.4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933398_bin.14	0	0	0	0	0	0	0	0	0	0	0	0	0	4001.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933398_bin.2	0	0	0	0	0	0	0	0	0	0	0	0	0	18475.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933398_bin.3	0	0	0	0	0	0	0	0	125.39375	0	0	590.7547	0	6352.8076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667.192	0	0	1119.6676	20.791552	73.14593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933398_bin.4	0	0	0	0	0	0	0	0	0	0	0	90.59802	0	4049.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.819208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933398_bin.8	0	0	0	0	0	249.07175	0	0	0	0	0	0	0	14990.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463.4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9516.361	0	232.98904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25789.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3328.8237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.104361	148.93619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.13	0	0	0	0	0	0	0	0	1075.2017	0	0	4295.1685	0	0	21800.838	0	0	0	0	0	140.17021	0	0	0	0	0	0	0	0	0	0	0	44518.23	0	55.15292	0	0	0	0	0	0	0	0	15467.799	0	0	0	0	76.922104	7.782175	411.25323	0	0	152.79852	61.134014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8138.669	0	631.98804	0	0	0	0	0	0	3015.0408	1908.951	116928.984	0	1134.6871	0	0	0	390.99805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3944.2642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21779.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.18	0	0	0	0	0	0	0	0	1682.3514	0	0	1577.4205	0	0	9884.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3095.6226	0	77.60797	0	0	0	0	0	0	0	0	1197.9274	0	0	0	0	0	0	0	0	0	18.675161	44.606472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33747.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146323.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12024.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.297443	27.797398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4485.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5450.2	0	0	0	0	0	119.16451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.851177	263.91122	0	0	0	0	0	0	129.56038	0	0	20.312937	45.361588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6518.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58725.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17558.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30212.514	0	14811.733	0	0	0	0	0	0	29094.922	13577.902	0	0	1090.405	2261.5608	8417.435	0	0	0	0	0	0	0	0	0	0	0	2993.0671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527.6685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33094.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5584.53	0	302.97623	0	0	0	0	0	0	0	2120.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18173.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4139.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.0662	0	0	0	0
Sg_CRR933399_bin.3	0	0	0	0	0	0	0	0	204.29764	0	0	0	0	0	119596.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742.1442	0	0	0	0	0	0	0	0	0	153.46709	284.49228	0	0	0	0	0	0	0	0	0	0	26.751062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23294.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7434.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.2727	0	37.22467	0	0	0	0
Sg_CRR933399_bin.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11098.968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40375.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.34	0	0	0	0	0	0	0	0	0	0	0	0	541.9894	0	6662.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.05973	0	0	20.442793	0	0	0	15.389762	0	0	11.1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23106.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3134.4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29345.379	0	125.32502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.382752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5675.2515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933399_bin.40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19635.969	0	46718.52	0	0	0	0	0	0	783.01025	0	0	0	0	0	1316.5634	0	0	0	0	0	0	0	0	0	0	0	805.76746	17.258118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.020103	0	0	66.61899	0	0	0
