"sample","Phylum","value","group","depth","group_depth","country","BioProject","dominant_phylum"
"CRR933321","Actinomycetota",0.002576838,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Bacillota",4.138373254,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Bacteroidota",1.873242286,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Campylobacterota",2.58498194,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Desulfobacterota",1.774076759,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Halobacteriota",0.70717651,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Methanobacteriota",0.040546532,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Omnitrophota",0.100025835,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Others",4.017422665,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Patescibacteria",3.136426227,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933321","Pseudomonadota",81.62515116,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Actinomycetota",0.009666204,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Bacillota",2.731477296,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Bacteroidota",6.370678991,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Campylobacterota",3.150958002,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Desulfobacterota",0.620070054,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Halobacteriota",0.659438347,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Methanobacteriota",0.002828083,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Omnitrophota",0.009976185,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Others",0.566481121,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Patescibacteria",1.081958104,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933322","Pseudomonadota",84.796467599,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Actinomycetota",0.114869932,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Bacillota",0.195570267,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Bacteroidota",0.846615342,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Campylobacterota",8.467902417,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Desulfobacterota",1.278674934,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Halobacteriota",0.450193274,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Methanobacteriota",0.011866642,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Omnitrophota",0.030492394,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Others",1.716829874,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Patescibacteria",2.079285703,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933323","Pseudomonadota",84.807699211,"oil",1000,"C","China","PRJCA020971","Pseudomonadota"
"CRR933324","Actinomycetota",0.004735392,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Bacillota",0.002723218,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Bacteroidota",0.007146497,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Campylobacterota",0.000600116,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Desulfobacterota",0.004679061,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Halobacteriota",0.002010115,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Methanobacteriota",0,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Omnitrophota",0,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Others",3.425575903,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Patescibacteria",0.001772451,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933324","Pseudomonadota",96.550757246,"oil",350,"A","China","PRJCA020971","Pseudomonadota"
"CRR933325","Actinomycetota",0.010364056,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Bacillota",0,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Bacteroidota",1.524178583,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Campylobacterota",0.003173593,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Desulfobacterota",0.003719324,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Halobacteriota",0.00077719,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Methanobacteriota",0,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Omnitrophota",0,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Others",0.022889212,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Patescibacteria",0.00149651,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933325","Pseudomonadota",98.433401535,"oil",1170,"C","China","PRJCA020971","Pseudomonadota"
"CRR933393","Actinomycetota",11.553236237,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Bacillota",0.090296429,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Bacteroidota",2.139913503,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Campylobacterota",1.811571462,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Desulfobacterota",0.197146504,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Halobacteriota",0.049688958,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Methanobacteriota",0.202723391,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Omnitrophota",0,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Others",3.442356783,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Patescibacteria",0,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933393","Pseudomonadota",80.513066738,"oil",1600,"D","China","PRJCA020971","Pseudomonadota"
"CRR933394","Actinomycetota",6.244099787,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Bacillota",0.185613779,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Bacteroidota",10.229037077,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Campylobacterota",0.028698046,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Desulfobacterota",0.358042758,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Halobacteriota",0.261405498,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Methanobacteriota",0.076899147,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Omnitrophota",0,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Others",1.391229464,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Patescibacteria",0.006776083,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933394","Pseudomonadota",81.218198357,"oil",1355.95,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Actinomycetota",22.435446121,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Bacillota",0.009083526,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Bacteroidota",0.008731111,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Campylobacterota",0.362591991,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Desulfobacterota",0.008434766,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Halobacteriota",0.027889768,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Methanobacteriota",0.104106555,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Omnitrophota",0,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Others",1.68157928,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Patescibacteria",0,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933395","Pseudomonadota",75.362136887,"oil",1324.45,"C","China","PRJCA020971","Pseudomonadota"
"CRR933396","Actinomycetota",57.82919371,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Bacillota",0,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Bacteroidota",0,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Campylobacterota",0.271716174,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Desulfobacterota",0,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Halobacteriota",0,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Methanobacteriota",1.012151469,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Omnitrophota",0,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Others",7.878281354,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Patescibacteria",0.050476537,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933396","Pseudomonadota",32.958180757,"oil",1920,"D","China","PRJCA020971","Actinomycetota"
"CRR933397","Actinomycetota",5.501300922,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Bacillota",0,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Bacteroidota",8.683722829,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Campylobacterota",0.011237295,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Desulfobacterota",0,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Halobacteriota",0,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Methanobacteriota",0.005367359,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Omnitrophota",0,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Others",0.338264029,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Patescibacteria",0,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933397","Pseudomonadota",85.460107561,"oil",149,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Actinomycetota",0.007351399,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Bacillota",0.091049491,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Bacteroidota",0,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Campylobacterota",0,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Desulfobacterota",0.263106011,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Halobacteriota",0,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Methanobacteriota",0,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Omnitrophota",0,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Others",0.208910447,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Patescibacteria",0,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933398","Pseudomonadota",99.429582653,"oil",399.185,"A","China","PRJCA020971","Pseudomonadota"
"CRR933399","Actinomycetota",25.78437139,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Bacillota",1.148069448,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Bacteroidota",6.230875008,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Campylobacterota",0,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Desulfobacterota",0,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Halobacteriota",0,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Methanobacteriota",0,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Omnitrophota",0,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Others",11.488133659,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Patescibacteria",0,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933399","Pseudomonadota",55.348550507,"oil",476,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Actinomycetota",0.167292571,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Bacillota",0.265178747,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Bacteroidota",0.005840785,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Campylobacterota",0,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Desulfobacterota",0.013879042,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Halobacteriota",12.69291659,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Methanobacteriota",0,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Omnitrophota",0,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Others",0.041743405,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Patescibacteria",0.005304029,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933400","Pseudomonadota",86.807844824,"oil",1060,"C","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Actinomycetota",0.098284833,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Bacillota",0.023298901,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Bacteroidota",6.75491482,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Campylobacterota",0,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Desulfobacterota",0,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Halobacteriota",0,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Methanobacteriota",0,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Omnitrophota",0,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Others",0,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Patescibacteria",0,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933401","Pseudomonadota",93.123501448,"oil",399.185,"A","Kazakhstan","PRJCA020971","Pseudomonadota"
"CRR933402","Actinomycetota",4.790051842,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Bacillota",0,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Bacteroidota",1.218192424,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Campylobacterota",0,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Desulfobacterota",4.572436411,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Halobacteriota",0.658826207,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Methanobacteriota",4.113819135,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Omnitrophota",0,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Others",7.034437764,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Patescibacteria",0,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933402","Pseudomonadota",77.612236223,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Actinomycetota",0.01500362,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Bacillota",0.041819352,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Bacteroidota",3.500949777,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Campylobacterota",0.083527433,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Desulfobacterota",2.110641455,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Halobacteriota",2.398273836,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Methanobacteriota",0.466229989,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Omnitrophota",0,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Others",1.614130355,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Patescibacteria",0,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933403","Pseudomonadota",89.769424184,"oil",340,"A","China","PRJCA020971","Pseudomonadota"
"CRR933404","Actinomycetota",1.025424108,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Bacillota",0,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Bacteroidota",20.751038785,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Campylobacterota",4.779785036,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Desulfobacterota",0,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Halobacteriota",0,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Methanobacteriota",0,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Omnitrophota",0,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Others",0.022738346,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Patescibacteria",0.03981315,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933404","Pseudomonadota",73.381200571,"oil",1009.4,"C","China","PRJCA020971","Pseudomonadota"
"CRR933405","Actinomycetota",10.605681305,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Bacillota",0.4931398,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Bacteroidota",13.07123069,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Campylobacterota",0.769112086,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Desulfobacterota",0.454488092,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Halobacteriota",0.032564771,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Methanobacteriota",0.084577403,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Omnitrophota",0,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Others",10.483747804,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Patescibacteria",0.696390629,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933405","Pseudomonadota",63.30906741,"oil",986.5,"B","China","PRJCA020971","Pseudomonadota"
"CRR933406","Actinomycetota",9.876637845,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Bacillota",0.039955292,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Bacteroidota",2.23221195,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Campylobacterota",0,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Desulfobacterota",0.042101332,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Halobacteriota",0.083437788,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Methanobacteriota",0.014244355,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Omnitrophota",0,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Others",13.040831775,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Patescibacteria",0.33375948,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933406","Pseudomonadota",74.33682018,"oil",1034,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Actinomycetota",0.2844797,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Bacillota",0,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Bacteroidota",0.209847258,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Campylobacterota",0,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Desulfobacterota",0.058081557,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Halobacteriota",0.076425585,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Methanobacteriota",0,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Omnitrophota",0,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Others",0.291471437,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Patescibacteria",0.833730306,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933407","Pseudomonadota",98.245964151,"oil",1039.55,"C","China","PRJCA020971","Pseudomonadota"
"CRR933408","Actinomycetota",1.678567029,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Bacillota",0,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Bacteroidota",10.07919852,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Campylobacterota",0.01348378,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Desulfobacterota",0,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Halobacteriota",0,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Methanobacteriota",0.006723946,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Omnitrophota",0,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Others",0.787893845,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Patescibacteria",0,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933408","Pseudomonadota",87.434132878,"oil",1590,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Actinomycetota",0.011462641,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Bacillota",1.480291056,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Bacteroidota",6.337529657,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Campylobacterota",1.325719521,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Desulfobacterota",0.058334964,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Halobacteriota",0.352756306,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Methanobacteriota",0,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Omnitrophota",0,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Others",0.059342381,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Patescibacteria",0,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933409","Pseudomonadota",90.374563472,"oil",1781,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Actinomycetota",2.252293678,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Bacillota",0.075615852,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Bacteroidota",0,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Campylobacterota",0.040796198,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Desulfobacterota",0,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Halobacteriota",0.082502977,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Methanobacteriota",0.909578107,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Omnitrophota",0,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Others",0.083134947,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Patescibacteria",0.522425254,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933410","Pseudomonadota",96.033652986,"oil",1513,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Actinomycetota",0.074361403,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Bacillota",13.107219248,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Bacteroidota",14.537738816,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Campylobacterota",17.92937752,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Desulfobacterota",1.159154798,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Halobacteriota",0.190430078,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Methanobacteriota",0.058102401,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Omnitrophota",0,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Others",4.02118765,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Patescibacteria",0.76147151,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933411","Pseudomonadota",48.160956574,"oil",1570,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Actinomycetota",0,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Bacillota",17.722510837,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Bacteroidota",12.279654801,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Campylobacterota",2.438597421,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Desulfobacterota",1.428147379,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Halobacteriota",0.270470733,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Methanobacteriota",0.046897758,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Omnitrophota",0,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Others",3.814411008,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Patescibacteria",0,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933412","Pseudomonadota",61.999310057,"oil",1711,"D","China","PRJCA020971","Pseudomonadota"
"CRR933413","Actinomycetota",0.346825485,"oil",1505,"D","China","PRJCA020971","Pseudomonadota"
